Taxon,leafN.mg.g,height.m,rootN.mg.g,SLA_m2/kg,root.depth_m,RTD.g.cm3,SRL_m/g,rootDiam.mm,Notes,Notes.2,site_name,Family,local_lifeform,local_lifespan,functional_group,,,,
VICIA AMERICANA,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,"rootC, RTD, SRL, diam from groot",,"Brookdale, Kernen_burned, Kernen_unburned, Kinsella, Matador",Fabaceae,VINE,PERENNIAL,LEGUME,,,,
VICIA ARTICULATA,,0.253333333,,25.51,,,,,,,Bayreuth_DroughtNet,Fabaceae,LEGUME,ANNUAL,LEGUME,,,,
VICIA CRACCA,41.79727454,0.879038889,24.42381,26.81365133,0.3048,0.195683333,41.43187551,0.463024976,"rootC, RTD, SRL, diam from groot",,"Bayreuth_DroughtNet, EE Elva",Fabaceae,LEGUME,PERENNIAL,LEGUME,,,,
VICIA HIRSUTA,43.2098,0.4375,28.02801,22.05714286,0.66,0.3375,87.90712843,0.2074,"rootC, RTD, SRL, diam from groot",,"Bad Drought, Bayreuth_DroughtNet, Cowichan Drt",Fabaceae,FORB,ANNUAL,LEGUME,,,,
VICIA SATIVA,44.5,0.7509,3.5,26.61714286,0.3048,0.430769231,60.47073255,0.222666667,"rootC and N, RTD, SRL, diam from groot",,"Bad Drought, Bayreuth_DroughtNet, Bivens Arm, Cowichan Drt, SantaCruzHigh, SantaCruzLow, SantaCruzMiddle, Yarramundi Drt",Fabaceae,FORB,ANNUAL,LEGUME,,,,
VICIA SEPIUM,46.0056,0.683333333,27.307,38.73428571,0.52,,77.475,,root c from groot,,"Bad Drought, Bayreuth_DroughtNet, EE Elva",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
VIGNA VEXILLATA,,,,,,,,,,,Ukulinga Drought,Fabaceae,LEGUME,PERENNIAL,LEGUME,,,,
VIOLA ADUNCA,15.95,0.039025,,19.58593341,,0.357352941,90.4657319,0.30847,"RTD, SRL, diam from groot",,Brookdale,Violaceae,FORB,PERENNIAL,FORB,,,"height, SLA from Carmona et al. 2021 Sci Adv",
VIOLA ARCUATA,22.75,0.2,,,,,,,,,Teshio Experimental Grassland,Violaceae,FORB,PERENNIAL,FORB,,,leafN from Carmona et al. 2021 Sci Adv,
VIOLA BETONICIFOLIA,,0.2,,17.081108,,,,,,,Falls Creek,Violaceae,FORB,PERENNIAL,FORB,,,,
VITIS VULPINA,18,22.6492,,8.20827,0.4064,,,,,,ESW,Vitaceae,VINE,PERENNIAL,WOODY,,,leafN from Komastu et al. 2012 Plant Soil,
VITTADINIA EREMAEA,,0.4,,,,,,,,,"CredoJ, CredoM",Compositae,FORB,ANNUAL,FORB,,,,
VITTADINIA HUMERATA,,0.2,,,,,,,,,"CredoJ, CredoM",Compositae,FORB,ANNUAL,FORB,,,,
VULPIA BROMOIDES,17.77777778,0.2225,,20.86,0.4995,,417.75,0.2945,"depth, SRL, diam from groot",,"SantaCruzHigh, SantaCruzLow, SantaCruzMiddle, San Pablo Valdes Drt",Poaceae,GRASS,ANNUAL,GRASS,,,leafN from Komastu et al. 2023 EDI,
VULPIA MYUROS,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,,"rootN, RTD, SRL from groot",,"Bad Drought, Jilpanger, SantaCruzHigh, SantaCruzLow, SantaCruzMiddle",Poaceae,GRASS,ANNUAL,GRASS,,,,
VULPIA OCTOFLORA,19.49,0.127,,53.5,0.18,0.243529486,437.3523058,0.11168,"RTD, SRL, diam from groot, SLA and height from Julie Larson",,"Cap Whitetank, NNSS_Mojave, North Platte",Poaceae,GRASS,ANNUAL,GRASS,,,,
WAHLENBERGIA GRACILENTA,,0.4,,42.353548,,,,,,,Jilpanger,Campanulaceae,FORB,ANNUAL,FORB,,,,
WAHLENBERGIA STRICTA,,0.9,,29.447,,,,,,,Jilpanger,Campanulaceae,FORB,PERENNIAL,FORB,,,,
WURMBEA DIOICA,,0.35,,17.220305,,,,0.55666667,,,Jilpanger,Colchicaceae,FORB,PERENNIAL,FORB,,,,
WYETHIA AMPLEXICAULIS,21.71476494,0.762,,9.846176257,0.4064,,56.76494359,0.623433333,"SRL, diam from groot",,Hardware Ranch,Compositae,FORB,PERENNIAL,FORB,,,"leafN, SLA from Carmona et al. 2021 Sci Adv",
XEROALOYSIA OVATIFOLIA,,,,,,,,,,,Los Cerrillos,Verbenaceae,SHRUB,PERENNIAL,WOODY,,,,
YAKIRRA AUSTRALIENSIS,,0.3,,,,,,,,,"Ethabuka_DNB, Ethabuka_DNU",Poaceae,GRASS,ANNUAL,GRASS,,,,
ZINNIA GRANDIFLORA,,,,13.11271663,1.5,,31.03415,0.41,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,JRN_Chihuahuan,Compositae,SHRUB,PERENNIAL,FORB,,,,
ZIZIA APTERA,16.074,0.34,,40.37573969,,,,,,,Brookdale,Apiaceae,FORB,PERENNIAL,FORB,,,height from Carmona et al. 2021 Sci Adv.,
ACLEISANTHES CHENOPODIOIDES,,,,,,,,,,,,,,,,,,,
ACTINOBOLE ULIGINOSUM,,0.015,,18.35659068,,,,,,,,,,,,,,,
AGATHISANTHEMUM CHLOROPHYLLUM,,,,,,,,,,,,,,,,,,,
AGROPYRON CRISTATUM,15.25,0.4498,9.53,13.44438801,0.4572,0.483923882,39.92666667,0.128451606,,,,,,,,,,,
AGROSTIS GIGANTEA,16.68362281,0.94615,,25.95773333,0.3556,,,,,,,,,,,,,,
ALKANNA TINCTORIA,11.2,0.4,,31.44654088,,,,,,,,,,,,,,,
ALLIUM VINEALE,,0.5375,,17.40703293,,,,,,,,,,,,,,,
ALTERNANTHERA SESSILIS,20,0.3,9.62,13.2,,,46.03,0.292,,,,,,,,,,,
AMBROSIA DELTOIDEA,44.19,0.4,,2.617596281,,,,,,,,,,,,,,,
ANDROPOGON LATERALIS,,0.317521698,,11.88385917,,,,,,,,,,,,,,,
ANEMONE CYLINDRICA,21.49286663,0.378666667,18.61450125,15.51323914,,0.19,77,0.36,,,,,,,,,,,
ANTENNARIA MEDIA,,,,,,,,,,,,,,,,,,,
ARGYLIA RADIATA,,,,,,,,,,,,,,,,,,,
ARISTIDA VENUSTULA,,0.12335,,,,,,,,,,,,,,,,,
ARISTOLOCHIA CHILENSIS,,,,17.43,,,,,,,,,,,,,,,
ASCLEPIAS TUBEROSA,26.19666667,0.5748,19.260113,24.40050548,0.4064,0.22,36.66666667,0.5,,,,,,,,,,,
ASPILIA MONTEVIDENSIS,,0.13843125,,,,,,,,,,,,,,,,,
ATRIPLEX PROSTRATA,,0.916666667,,19.49884967,,0.262341772,153.549483,0.1807,,,,,,,,,,,
AVENA FATUA,28.3,1.0564,,21.775,0.2032,,36.25648864,,,,,,,,,,,,
AXONOPUS POLYDACTYLUS,,,,,,,,,,,,,,,,,,,
BACCHARIS TENELLA,,,,,,,,,,,,,,,,,,,
BRACHYCOME CAMPYLOCARPA,,,,,,,,,,,,,,,,,,,
BULBINE BULBOSA,,0.4,,33.38,,,,,,,,,,,,,,,
CALAMAGROSTIS VIRIDIFLAVESCENS,,0.487958333,,,,,,,,,,,,,,,,,
CALANDRINIA CILIATA,21.1,0.0254,,26.31594056,,,467.4714912,,,,,,,,,,,,
CALOTIS CYMBACANTHA,,0.4,,,,,,,,,,,,,,,,,
CALOTIS PORPHYROGLOSSA,,0.4,,,,,,,,,,,,,,,,,
CARDUUS ACANTHOIDES,17.22267499,1.075,,19.6,,,652.6,,,,,,,,,,,,
CARDUUS CRISPUS,,1.4625,,23.6,,,,,,,,,,,,,,,
CARDUUS NUTANS,33,1.15,,12.96666667,,,,,,,,,,,,,,,
CENTAURIUM PULCHELLUM,,0.106666667,,44.47,,,,,,,,,,,,,,,
CENTELLA ASIATICA,,0.112586207,,20.78,,,,,,,,,,,,,,,
CHAETANTHERA MOENCHIOIDES,,,,,,,,,,,,,,,,,,,
CHAMAECRISTA FLEXUOSA,,,,,,,,,,,,,,,,,,,
CHAMAECRISTA REPENS,,,,,,,,,,,,,,,,,,,
CHAPTALIA EXSCAPA,,,,,,,,,,,,,,,,,,,
CHEVREULIA ACUMINATA,,,,,,,,,,,,,,,,,,,
CHONDROSUM HIRSUTUM,10.29666667,0.1524,,17.94009793,,,,0.012,,,,,,,,,,,
CHRYSOLAENA FLEXUOSA,,0.2835,,,,,,,,,,,,,,,,,
CLEOME VISCOSA,,,,,,,,,,,,,,,,,,,
CLITORIA NANA,,0.2935,,10.85,,,,,,,,,,,,,,,
COELORACHIS SELLOANA,,0.097927817,,,,,,,,,,,,,,,,,
COLLOMIA LINEARIS,,0.205,,19.77,,,,,,,,,,,,,,,
CONIUM MACULATUM,54.82,1.891666667,,38.22975662,,,,,,,,,,,,,,,
CORDYLANTHUS RAMOSUS,,0.3048,,,0.1524,,,,,,,,,,,,,,
COTULA AUSTRALIS,,0.144,,,,,,,,,,,,,,,,,
CRABBEA HIRSUTA,,,,,,,,,,,,,,,,,,,
CRASSULA COLORATA,,0.1,,42.243997,,,,,,,,,,,,,,,
CRASSULA SIEBERIANA,,0.1,,15.71,,,,0.353333333,,,,,,,,,,,
CRYPTANTHA MARITIMA,,,,,,,,,,,,,,,,,,,
CRYPTANTHA MICRANTHA,,,,,,,,,,,,,,,,,,,
CUPHONOTUS HUMISTRATUS,,0.165,,12.98974959,,,,,,,,,,,,,,,
CYANOTIS SPECIOSA,,,,,,,,,,,,,,,,,,,
CYCLOSPERMUM LEPTOPHYLLUM,,0.0375,,13.61805627,,,,,,,,,,,,,,,
CYMBOPOGON NARDUS,,,,,,,,,,,,,,,,,,,
DESMANTHUS COOLEYI,,,,,2.1,,,,,,,,,,,,,,
DESMANTHUS VIRGATUS,,0.3228,,,0.6096,,,,,,,,,,,,,,
DESMODIUM INCANUM,30.4,1.170090625,,19.96007984,0.3048,,,,,,,,,,,,,,
DICHONDRA MACROCALYX,,,,9.721,,,,,,,,,,,,,,,
DICHONDRA SERICEA,,0.0345,,26.86,,,,,,,,,,,,,,,
DIGITARIA VIOLASCENS,,0.6,,,,,,,,,,,,,,,,,
ELEPHANTOPUS HIRTIFLORUS,,1.5,,,,,,,,,,,,,,,,,
ELEPHANTOPUS MOLLIS,,0.03955,,,,,,,,,,,,,,,,,
ERAGROSTIS NEESII,,0.138333333,,,,,,,,,,,,,,,,,
ERAGROSTIS PLANA,,,,,,,,,,,,,,,,,,,
ERIASTRUM EREMICUM,,,,,,,,,,,,,,,,,,,
ERIGERON OCHROLEUCUS,,,,,,,,,,,,,,,,,,,
ERIGERON PRIMULIFOLIUM,,0.13275,,,,,,,,,,,,,,,,,
ERIOGONUM CORYMBOSUM,,,,,,,,,,,,,,,,,,,
ERODIUM BOTRYS,17.65,0.24384,,12.324331,0.3048,,218.1618837,,,,,,,,,,,,
ERODIUM CRINITUM,,0.9,,16,,,,,,,,,,,,,,,
ERYNGIUM CILIATUM,,,,,,,,,,,,,,,,,,,
ERYNGIUM ECHINATUM,,,,,,,,,,,,,,,,,,,
ERYNGIUM HORRIDUM,,0.254340909,,3.078411396,,,,,,,,,,,,,,,
EUPHORBIA EXSTIPULATA,,,,21.46977297,,,,0.0825,,,,,,,,,,,
EUPHORBIA SERPYLLIFOLIA,18.085,0.015277778,,19.92830341,,,,0.05,,,,,,,,,,,
EUPHORBIA SERRULA,,,,20.03182734,,,,0.065,,,,,,,,,,,
FALLOPIA CONVOLVULUS,17.405,0.665041667,,32.69538591,,0.492615928,422.9333333,,,,,,,,,,,,
FILAGO DEPRESSA,,,,,,,,,,,,,,,,,,,
FIMBRISTYLIS AUTUMNALIS,,,,,,,,,,,,,,,,,,,
FIMBRISTYLIS DICHOTOMA,14.11303333,0.583333333,,5.947566,,,,,,,,,,,,,,,
GALACTIA GRACILLIMA,,0.09375,,,,,,,,,,,,,,,,,
GEUM URBANUM,28.7875525,0.473188889,34.84397167,30.79489215,,0.471270718,241.5622602,0.125366667,,,,,,,,,,,
GILIA BRECCIARUM,,,,,,,,,,,,,,,,,,,
GILIA MINIMA,,,,,,,,,,,,,,,,,,,
GILIA SINUATA,,,,,,,,,,,,,,,,,,,
GLANDULARIA MARRUBIOIDES,,,,,,,,,,,,,,,,,,,
GLYCINE CANESCENS,,2,,,,,,,,,,,,,,,,,
GNAPHALIUM AMERICANUM,,,,,,,,,,,,,,,,,,,
HABENARIA PARVIFLORA,,,,,,,,,,,,,,,,,,,
HARMSIODOXA BLENNODIOIDES,,0.19,,15.65744425,,,,,,,,,,,,,,,
HARMSIODOXA BREVIPES,,0.4,,15.114988,,,,,,,,,,,,,,,
HARPAGONELLA PALMERI,,,,,,,,,,,,,,,,,,,
HELENIUM AROMATICUM,,,,,,,,,,,,,,,,,,,
HELENIUM URMENETAE,,,,,,,,,,,,,,,,,,,
HELIANTHEMUM VIOLACEUM,,,,,,,,,,,,,,,,,,,
HELICHRYSUM MICONIIFOLIUM,,,,,,,,,,,,,,,,,,,
HELICTOTRICHON GERVAISII,,,,,,,,,,,,,,,,,,,
HYALOSPERMA SEMISTERILE,,0.13,,13.12453785,,,,,,,,,,,,,,,
HYDROCOTYLE EXIGUA,,0.08435,,,,,,,,,,,,,,,,,
HYPOCHAERIS ALBIFLORA,,0.15,,,,,,,,,,,,,,,,,
HYPOXIS DECUMBENS,,0.075098652,,,,,,,,,,,,,,,,,
IDAHOA SCAPIGERA,,,,,,,,,,,,,,,,,,,
INDIGOFERA COLUTEA,,0.5,,,,,,,,,,,,,,,,,
JUNCUS CONGLOMERATUS,,0.878333333,,4.906666667,,0.210556925,33.97720262,,,,,,,,,,,,
JUSTICIA AXILLARIS,,,,,,,,,,,,,,,,,,,
KALLSTROEMIA PARVIFLORA,,,,25.53063956,,,,0.235,,,,,,,,,,,
KENNEDIA PROCURRENS,,,,,,,,,,,,,,,,,,,
KOELERIA VALLESIANA,14.98597333,0.06,19.775,5.603339544,,0.170799038,86.18117333,0.366132113,,,,,,,,,,,
LATHYRUS PALUSTRIS,33.6,0.858333333,,34.15,,,,,,,,,,,,,,,
LEMOORIA BURKITTII,,0.05,,,,,,,,,,,,,,,,,
LEPIDIUM LASIOCARPUM,,,,,,,,,,,,,,,,,,,
LEPTOSIPHON AUREUS,,,,,,,,,,,,,,,,,,,
LESQUERELLA FENDLERI,,,,,,,,,,,,,,,,,,,
LINARIA GENISTIFOLIA,,0.4625,,13.36,,,,,,,,,,,,,,,
LINARIA VULGARIS,19.85205652,0.609388889,,22.52432988,,0.521818182,120.6592943,0.1355,,,,,,,,,,,
LITHOSPERMUM CAROLINIENSE,17.774,0.525833334,,12.63662801,,,,,,,,,,,,,,,
LOEFLINGIA SQUARROSA,,,,,,,,,,,,,,,,,,,
LOLIUM MULTIFLORUM,29.26878304,0.533,17.31666667,25.47714286,0.2032,0.022,178.6858956,0.26045,,,,,,,,,,,
LOMANDRA COLLINA,,0.5,,,,,,,,,,,,,,,,,
LOMANDRA MICRANTHA,6.8159292,0.466666667,,1.398045,,,,,,,,,,,,,,,
LUPINUS PERENNIS,25.71788383,0.2475,29.52364967,19.66120215,0.32,0.32,64.09193834,0.34,,,,,,,,,,,
MEDICAGO LACINIATA,,0.05,,23.68,,,,,,,,,,,,,,,
MEDICAGO POLYMORPHA,40.93,0.49192,,26.27057155,0.3048,0.83,271.4317854,0.39,,,,,,,,,,,
MEDICAGO TRUNCATULA,,0.3,,,,,,,,,,,,,,,,,
MICROTIS ARENARIA,,0.4,,,,,,,,,,,,,,,,,
MINURIA DENTICULATA,,0.15,,10.12839779,,,,,,,,,,,,,,,
MONOLEPIS NUTTALLIANA,,0.24384,,,,,,,,,,,,,,,,,
MONTIA LINEARIS,,,,,,,,,,,,,,,,,,,
MYOSOTIS DISCOLOR,,0.25375,,27.63777778,,,803.0916667,0.846666667,,,,,,,,,,,
NASSELLA NUTANS,,,,,,,,,,,,,,,,,,,
NEMOPHILA PARVIFLORA,,,,,,,,,,,,,,,,,,,
ORTHOCARPUS LUTEUS,11.5,0.4572,11.9,19.9635464,0.254,0.333333333,84.3705,0.2062,,,,,,,,,,,
ORTHOPAPPUS ANGUSTIFOLIUS,,,,,,,,,,,,,,,,,,,
OXALIS BRASILIENSIS,,0.08615,,,,,,,,,,,,,,,,,
OXALIS TORTUOSA,,,,,,,,,,,,,,,,,,,
OXALIS VIRGOSA,,,,,,,,,,,,,,,,,,,
PANICUM LAXIFLORUM,,,,,,,,,,,,,,,,,,,
PANICUM PERLONGUM,15.03307692,,,,,,,,,,,,,,,,,,
PAPAVER RHOEAS,37.31906667,0.63375,,33.07,,0.54,,0.33,,,,,,,,,,,
PARNASSIA PALUSTRIS,16.99145067,0.29014,,29.0232756,0.2032,,,,,,,,,,,,,,
PASPALUM NOTATUM,,0.078881818,,16.66225212,,0.35,,,,,,,,,,,,,
PASPALUM PAUCIFOLIUM,,0.3,,19.08,,,,,,,,,,,,,,,
PASPALUM PLICATULUM,,0.665255903,,15.45156687,0.1016,,,,,,,,,,,,,,
PENTASCHISTIS AIROIDES,,0.17,,29.666,,,,,,,,,,,,,,,
PFAFFIA TUBEROSA,,0.227422476,,14.86229927,,,,,,,,,,,,,,,
PHEMERANTHUS AURANTIACUS,,,,,,,,,,,,,,,,,,,
PHLOX PILOSA,17.253,0.6,,25.66852391,,,,,,,,,,,,,,,
PLANTAGO TOMENTOSA,,0.0138,,,,,,,,,,,,,,,,,
POA LANUGINOSA,7.1,0.092,,,,,,,,,,,,,,,,,
POA PALUSTRIS,,1.031175,,26.81033951,0.3048,,,,,,,,,,,,,,
PODOSPERMA ANGUSTIFOLIUM,,,,,,,,,,,,,,,,,,,
POLYGONATUM BIFLORUM,18.1,,,25.48648123,,,,,,,,,,,,,,,
PORTULACA HALIMOIDES,,,,38.69912893,,,,0.05,,,,,,,,,,,
PORTULACA HIRSUTISSIMA,,,,,,,,,,,,,,,,,,,
PSIDIUM SALUTARE,20.4,,,,,,,,,,,,,,,,,,
RAFINESQUIA NEOMEXICANA,,,,,,,,,,,,,,,,,,,
RANUNCULUS RHOMBOIDEUS,15.478,,,17.75698741,,,,,,,,,,,,,,,
RHODANTHE FLORIBUNDA,,0.25,,22.32616445,,,,,,,,,,,,,,,
RHODANTHE PYGMAEA,,0.08,,42.578,,,,,,,,,,,,,,,
RHYNCHOSIA COOPERI,,,,,,,,,,,,,,,,,,,
RHYNCHOSPORA HOLOSCHOENOIDES,,,,,,,,,,,,,,,,,,,
RHYNCHOSPORA RIPARIA,,,,,,,,,,,,,,,,,,,
RICHARDIA HUMISTRATA,,0.044333333,,,,,,,,,,,,,,,,,
RUELLIA HYPERICOIDES,,,,,,,,,,,,,,,,,,,
RUELLIA MORONGII,,0.035,,17.88,,,,,,,,,,,,,,,
SALVIA COLUMBARIAE,35.3,0.4225,,13.226092,,,195.4645928,,,,,,,,,,,,
SCLEROLAENA TRICUSPIS,,0.8,,3.203377976,,,,,,,,,,,,,,,
SCUTELLARIA GALERICULATA,,0.345833333,,40.14142857,,,,,,,,,,,,,,,
SCUTELLARIA RACEMOSA,,0.0309,,,,,,,,,,,,,,,,,
SEBAEA SEDOIDES var. SCHOENLANDII,,,,,,,,,,,,,,,,,,,
SENECIO ADENOTRICHIUS,,,,,,,,,,,,,,,,,,,
SENNA CUMINGII,,,,,,,,,,,,,,,,,,,
SERICOCARPUS rigidus,,,,,,,,,,,,,,,,,,,
SEYMERIA CASSIOIDES,,,,,,,,,,,,,,,,,,,
SILENE CONICA,,0.2825,,70.3,,,,,,,,,,,,,,,
SISYRINCHIUM CAMPESTRE,12.11333333,0.215,,11.59588118,,,,,,,,,,,,,,,
SISYRINCHIUM MICRANTHUM,,0.2,,,,,,,,,,,,,,,,,
SOLIDAGO CHILENSIS,,0.03,,12.66592606,,,,,,,,,,,,,,,
SONCHUS TENERRIMUS,25,0.45,,,,,,,,,,,,,,,,,
SPERMACOCE VERTICILLATA,,0.177879546,,15.0614139,,,,,,,,,,,,,,,
SPOROBOLUS CONTRACTUS,,,,17.09756089,1.3,,,0.043333333,,,,,,,,,,,
SPOROBOLUS INDICUS,,0.132066667,,13.4989968,,,,,,,,,,,,,,,
STACHYS KUNTZEI,,,,,,,,,,,,,,,,,,,
STAELIA VIRGATA,,,,,,,,,,,,,,,,,,,
STENANDRIUM DULCE,,,,11.04753685,,,,,,,,,,,,,,,
STIPA CAUDATA,,,,,,,,,,,,,,,,,,,
STIPA PAPPOSA,,,,,,,,,,,,,,,,,,,
STYLOCLINE PSILOCARPHOIDES,,,,,,,,,,,,,,,,,,,
STYLOSANTHES BIFLORA,,0.15,,12.00722222,,,,,,,,,,,,,,,
STYLOSANTHES CAPITATA,,,,,,,,,,,,,,,,,,,
STYLOSANTHES LEIOCARPA,,0.0825,,22.05,,,,,,,,,,,,,,,
STYLOSANTHES VISCOSA,,,,,,,,,,,,,,,,,,,
SYMPHORICARPOS OCCIDENTALIS,16.7,0.9144,6.3,10.49876226,0.4572,0.337326723,49.10063542,0.302883333,,,,,,,,,,,
TEESDALIA NUDICAULIS,39.94462333,0.138333333,,28.95,,,,,,,,,,,,,,,
TEPHROSIA VIRGINIANA,,,,15.10264657,,,,,,,,,,,,,,,
THYRIDOLEPIS MITCHELLIANA,,0.3,,13.98,,,,,,,,,,,,,,,
TRACHYPOGON SPICATUS,11.7375,0.400769231,,4.654,,,,,,,,,,,,,,,
TRICHOCLINE SINUATA,,,,,,,,,,,,,,,,,,,
TRICORYNE TENELLA,,0.525,,,,,,,,,,,,,,,,,
VERBASCUM THAPSUS,22.02,0.948833333,10.57730317,18.71464984,,0.19,48.32998315,0.46,,,,,,,,,,,
VERNONANTHURA NUDIFLORA,,0.353956631,,5.448504172,,,,,,,,,,,,,,,
VERONICA FILIFORMIS,,0.2375,,35.925,,,,,,,,,,,,,,,
VERONICA PEREGRINA,,0.154166667,,29.10888889,0.15,,,,,,,,,,,,,,
VERONICA PERSICA,10.69385,0.197,13.095,37.0252478,,0.08,496.275,0.243952497,,,,,,,,,,,
VIOLA PEDATIFIDA,25.736505,,,26.39980057,,,,,,,,,,,,,,,
VULPIA MICROSTACHYS,44.76684417,0.1525,,14.622,,,496.2265033,,,,,,,,,,,,
WALTHERIA INDICA,22.3,3.166666667,,11.13585746,,,,,,,,,,,,,,,
ZORNIA SERICEA,,0.198888889,,,,,,,,,,,,,,,,,
