,Species,leafN.mg.g,Height.m,rootN.mg.g,SLA.mg.g,Root.depth.m,SRL.fine.cm.g,root.diam.mm,SLA.no.petiole.mm2.mg,SLA.unknown.petiole.mm2.mg,SLA.petiole.mm2.mg
11115,Spondias mombin,25.03629434,30.82700767,NA,14.76820957,0.9144,NA,NA,13.93878841,18.51055349,11.85528682
11116,Spondias pinnata,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
11117,Spondias purpurea,NA,NA,NA,26.95791228,NA,NA,NA,26.95791228,NA,NA
11118,Spondias radlkoferi,15.90015914,30.84362668,NA,14.65839384,NA,NA,NA,16.59973656,13.88888889,13.48655608
11119,Sporobolus africanus,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
11120,Sporobolus airoides,NA,0.9144,NA,NA,0.4064,NA,NA,NA,NA,NA
11121,Sporobolus alterniflorus,NA,1.0668,4.15,NA,0.3048,NA,NA,NA,NA,NA
11122,Sporobolus anglicus,19,1.8,NA,9.4,NA,NA,NA,NA,NA,9.4
11123,Sporobolus bakeri,NA,2.01168,NA,NA,0.3048,NA,NA,NA,NA,NA
11124,Sporobolus carolii,NA,0.75,NA,21.62,NA,NA,NA,NA,NA,21.62
11125,Sporobolus clandestinus,NA,0.493333333,NA,12.52249379,NA,NA,NA,12.52249379,NA,NA
11126,Sporobolus compositus var. compositus,NA,0.9144,NA,NA,0.254,NA,NA,NA,NA,NA
11127,Sporobolus cryptandrus,12.97358435,0.9144,NA,23.90754717,0.4572,NA,NA,29.8,NA,18.01509434
11128,Sporobolus cynosuroides,NA,2.4384,NA,NA,0.508,NA,NA,NA,NA,NA
11129,Sporobolus fimbriatus,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
11130,Sporobolus flava,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
11131,Sporobolus flexuosus,NA,0.9144,NA,NA,0.254,NA,NA,NA,NA,NA
11132,Sporobolus heterolepis,NA,0.70104,NA,17.10767708,0.3048,NA,NA,NA,NA,17.10767708
11133,Sporobolus hookerianus,NA,0.9144,NA,NA,0.3556,NA,NA,NA,NA,NA
11134,Sporobolus indicus,NA,0.132066667,NA,NA,NA,NA,NA,NA,NA,NA
11135,Sporobolus interruptus,NA,0.762,NA,NA,0.4064,NA,NA,NA,NA,NA
11136,Sporobolus ioclados,17.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
11137,Sporobolus maritimus,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
11138,Sporobolus mitchellii,NA,0.45,NA,10.66,NA,NA,NA,NA,NA,10.66
11139,Sporobolus multinodis,NA,0.1575,NA,NA,NA,NA,NA,NA,NA,NA
11140,Sporobolus nitens,20.075,NA,7.55,NA,NA,NA,0.3,NA,NA,NA
11141,Sporobolus panicoides,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
11142,Sporobolus pyramidalis,14.69,NA,4.1,NA,NA,NA,0.3,NA,NA,NA
11143,Sporobolus sp,22.23333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
11144,Sporobolus spartinus,NA,2.01168,NA,NA,0.4572,NA,NA,NA,NA,NA
11145,Sporobolus vaginiflorus,NA,0.209666667,NA,46.905032,NA,NA,NA,46.905032,NA,NA
11146,Sporobolus virginicus,NA,0.6096,NA,NA,0.4572,NA,NA,NA,NA,NA
11147,Sporobolus wrightii,NA,1.6764,NA,NA,0.508,NA,NA,NA,NA,NA
11148,Spyridium globulosum,NA,NA,NA,6.134969325,NA,NA,NA,NA,6.134969325,NA
11149,Spyridium oligocephalum,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
11150,Spyridium subochreatum,13,NA,NA,1.818181818,NA,NA,NA,NA,1.818181818,NA
11151,Stachys alopecuros,27.088,0.3375,NA,22.20689958,NA,NA,NA,NA,NA,22.20689958
11152,Stachys alpina,22.01121,0.783333333,11.56583,NA,NA,NA,NA,NA,NA,NA
11153,Stachys ambigua_x,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
11154,Stachys annua,NA,0.2375,NA,NA,NA,NA,NA,NA,NA,NA
11155,Stachys arvensis,NA,0.225,NA,29.8,NA,NA,NA,29.8,NA,NA
11156,Stachys byzantina,NA,0.2833,NA,12.49685535,NA,NA,NA,12.49685535,NA,NA
11157,Stachys germanica,NA,0.491666667,NA,22.1,NA,NA,NA,22.1,NA,NA
11158,Stachys macrantha,30.02628603,NA,NA,16.0697688,NA,NA,NA,16.0697688,NA,NA
11159,Stachys montana,NA,0.1907,NA,20.25723473,NA,NA,NA,20.25723473,NA,NA
11160,Stachys officinalis,23.6084,0.654166667,11.91541,23.06846154,NA,NA,NA,18.31538462,31.25,19.64
11161,Stachys palustris,NA,0.672225,NA,29.6742034,0.254,NA,NA,43.4,NA,15.94840679
11162,Stachys recta,NA,0.5125,NA,28.515,NA,NA,NA,28.49,NA,28.54
11163,Stachys sp,31.63571429,NA,NA,NA,NA,NA,NA,NA,NA,NA
11164,Stachys sylvatica,26.838035,0.745833333,10.7295,43.80083333,NA,NA,NA,34.33333333,NA,53.26833333
11165,Stachys tenuifolia,NA,3.8756,NA,17.3375,0.254,NA,NA,17.3375,NA,NA
11166,Stachytarpheta cayennensis,17,NA,NA,20.40816327,NA,NA,NA,20.40816327,NA,NA
11167,Stachytarpheta jamaicensis,NA,NA,NA,17.6366843,NA,NA,NA,17.6366843,NA,NA
11168,Stachyurus chinensis,NA,NA,NA,17.85714286,NA,NA,NA,NA,17.85714286,NA
11169,Stanleya pinnata,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11170,Staphylea pinnata,NA,5,NA,31.55,NA,NA,NA,35.21333333,NA,27.88666667
11171,Staudtia kamerunensis,18,30,NA,15.3,NA,NA,NA,NA,NA,15.3
11172,Stellaria alsine,NA,0.247222222,NA,37.37941176,NA,NA,NA,36.55294118,NA,38.20588235
11173,Stellaria aquatica,NA,0.766666667,NA,58.64666667,NA,NA,NA,49.5,NA,67.79333333
11174,Stellaria crassifolia,NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA
11175,Stellaria cuspidata,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
11176,Stellaria graminea,29.426,0.460386667,NA,31.06287234,NA,NA,NA,38.93948413,NA,23.18626056
11177,Stellaria holostea,25.01111111,0.316666667,NA,28.63962529,NA,NA,NA,24.875,NA,32.40425058
11178,Stellaria longifolia,NA,0.3036,NA,NA,0.2032,NA,NA,NA,NA,NA
11179,Stellaria longipes,NA,0.27432,NA,NA,0.2032,NA,NA,NA,NA,NA
11180,Stellaria media,41.7,0.327454167,NA,48.79874398,NA,NA,NA,52.46570621,51.27777778,42.65274795
11181,Stellaria neglecta,NA,0.616666667,NA,64.1,NA,NA,NA,64.1,NA,NA
11182,Stellaria nemorum,NA,0.4375,NA,44.90413044,NA,NA,NA,NA,43.47826087,46.33
11183,Stellaria nemorum subsp. nemorum,NA,NA,NA,43.39,NA,NA,NA,NA,NA,43.39
11184,Stellaria nitens,NA,0.24384,NA,NA,0.0762,NA,NA,NA,NA,NA
11185,Stellaria pallida,NA,0.3,NA,43.1,NA,NA,NA,43.1,NA,NA
11186,Stellaria palustris,NA,0.433333333,NA,23.01948636,NA,NA,NA,NA,NA,23.01948636
11187,Stellaria sp,NA,NA,NA,36,NA,NA,NA,NA,NA,36
11188,Stellaria umbellata,NA,0.3048,NA,NA,0.2032,NA,NA,NA,NA,NA
11189,Stellaria winkleri,NA,NA,NA,22.72727273,NA,NA,NA,22.72727273,NA,NA
11190,Stellera chamaejasme,35.6825,NA,NA,16.9507993,NA,NA,NA,16.95244605,16.94915254,NA
11191,Stemodia florulenta,NA,0.5,NA,54.74327273,NA,NA,NA,54.74327273,NA,NA
11192,Stenachaenium riedelii,NA,0.07835,NA,NA,NA,NA,NA,NA,NA,NA
11193,Stenandrium dulce,NA,NA,NA,11.04753685,NA,NA,NA,NA,NA,11.04753685
11194,Stenaria nigricans,NA,0.2,NA,15.01261282,NA,NA,NA,15.01261282,NA,NA
11195,Stenocarpus salignus,NA,21,NA,8.02565539,NA,NA,NA,NA,8.02565539,8.02565539
11196,Stenopetalum nutans,NA,0.3,NA,15.2,NA,NA,NA,NA,NA,15.2
11197,Stenorrhynchus arechavaletsmii,NA,0.12335,NA,NA,NA,NA,NA,NA,NA,NA
11198,Stenostomum resinosum,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
11199,Stenotaphrum secundatum,NA,0.27432,NA,NA,0.3048,NA,NA,NA,NA,NA
11200,Stenotus armerioides var. armerioides,NA,0.3048,NA,NA,0.3556,NA,NA,NA,NA,NA
11201,Stephania japonica,NA,0.05,NA,25.97019023,NA,NA,NA,NA,25.97019023,25.97019023
11202,Sterculia apeibophylla,21.2965425,30.5,NA,11.40031233,NA,NA,NA,NA,11.40031233,NA
11203,Sterculia apetala,22.98527761,38.94969742,NA,15.87333601,NA,NA,NA,17.74089127,NA,14.00578074
11204,Sterculia colombiana,19.658384,40,NA,7.838242196,NA,NA,NA,NA,7.838242196,NA
11205,Sterculia costaricana,14.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
11206,Sterculia excelsa,16.692,NA,NA,NA,NA,NA,NA,NA,NA,NA
11207,Sterculia lanceolata,21.6,1.93,NA,23.92344498,NA,NA,NA,23.92344498,23.92344498,NA
11208,Sterculia pruriens,15.86327,27,NA,8.190195734,NA,NA,NA,NA,8.190195734,NA
11209,Stevenia canescens,28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
11210,Stevia aristata,NA,0.255294118,NA,NA,NA,NA,NA,NA,NA,NA
11211,Stevia cinerascens,NA,0.421666667,NA,NA,NA,NA,NA,NA,NA,NA
11212,Stevia satureifolia,NA,NA,NA,14.1051633,NA,NA,NA,NA,NA,14.1051633
11213,Sticherus cunninghamii,NA,0.4,NA,10.71595496,NA,NA,NA,NA,NA,10.71595496
11214,Sticherus sp,35.64419873,NA,NA,NA,NA,NA,NA,NA,NA,NA
11215,Stigmaphyllon lindenianum,36.28983124,NA,NA,30.57962092,NA,NA,NA,33.85044776,NA,27.30879407
11216,Stigmaphyllu hypagyreum,NA,NA,NA,15.13387476,NA,NA,NA,16.8373428,NA,13.43040671
11217,Stillingia dichotoma,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
11218,Stipa aliena,19.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
11219,Stipa arabica,NA,0.3886,NA,8.444170772,NA,NA,NA,8.444170772,NA,NA
11220,Stipa baicalensis,13.993,NA,NA,NA,NA,NA,NA,NA,NA,NA
11221,Stipa breviflora,19.724,NA,NA,NA,NA,NA,NA,NA,NA,NA
11222,Stipa bungeana,NA,NA,NA,1.697994668,NA,NA,NA,NA,1.697994668,NA
11223,Stipa capillacea,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
11224,Stipa capillata,15.23318182,0.525,NA,7.633333333,NA,NA,NA,NA,NA,7.633333333
11225,Stipa caucasica,16.981,NA,NA,11.44950767,NA,NA,NA,NA,11.44950767,NA
11226,Stipa comata,20.1,0.9144,15.9,16.95,0.4064,NA,0.2,16.95,NA,NA
11227,Stipa grandis,18.1084375,NA,NA,NA,NA,NA,NA,NA,NA,NA
11228,Stipa hookeri,16.2875,NA,NA,NA,NA,NA,NA,NA,NA,NA
11229,Stipa ichu,20.78,NA,NA,4.8,NA,NA,NA,4.8,NA,NA
11230,Stipa joannis,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA
11231,Stipa krylovii,18.35808333,NA,NA,NA,NA,NA,NA,NA,NA,NA
11232,Stipa lettermanii,NA,0.6096,NA,NA,0.3048,NA,NA,NA,NA,NA
11233,Stipa nelsonii,NA,0.9144,NA,NA,0.254,NA,NA,NA,NA,NA
11234,Stipa offneri,NA,0.4,NA,9.653092694,NA,NA,NA,9.653092694,NA,NA
11235,Stipa orientalis,NA,NA,NA,28.49002849,NA,NA,NA,28.49002849,NA,NA
11236,Stipa parviflora,10.65666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
11237,Stipa pennata,13.2,NA,NA,16.05136437,NA,NA,NA,NA,16.05136437,NA
11238,Stipa pulcherrima,NA,NA,NA,8.431666667,NA,NA,NA,NA,NA,8.431666667
11239,Stipa sp,17.79333333,0.302,6.74,6.712826349,NA,NA,0.28,7.722222222,6.208128413,6.208128413
11240,Stipa spartea,14.01546154,0.83222906,18,8.74965934,0.254,NA,NA,NA,NA,8.74965934
11241,Stipa splendens,20.55392496,NA,NA,8.778627773,NA,NA,NA,8.676260875,8.880994671,NA
11242,Stipa tenacissima,6.355066667,NA,NA,2.801120448,NA,NA,NA,NA,2.801120448,NA
11243,Stipa thurberiana,NA,0.6096,NA,NA,0.254,NA,NA,NA,NA,NA
11244,Stipa tianschanica,22.53090909,NA,NA,NA,NA,NA,NA,NA,NA,NA
11245,Stipagrostis obtusa,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
11246,Stipagrostis pennata,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11247,Stipagrostis uniplumis,8.545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA
11248,Stirlingia latifolia,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11249,Stizophyllum inaequilaterum,25.15807839,NA,NA,29.72900814,NA,NA,NA,31.23595348,NA,28.22206279
11250,Stizophyllum riparium,NA,NA,NA,21.52108475,NA,NA,NA,23.89870509,NA,19.1434644
11251,Strasburgeria robusta,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
11252,Stratiotes aloides,21,0.125,NA,43.56004065,NA,NA,NA,NA,64.79674797,22.32333333
11253,Streblus heterophyllus,NA,5.333333333,NA,21.57864841,NA,NA,NA,NA,NA,21.57864841
11254,Streblus ilicifolius,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
11255,Streblus indicus,15.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
11256,Streblus microphylla,NA,5,NA,30.52256058,NA,NA,NA,NA,NA,30.52256058
11257,Streblus taxoides,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
11258,Streptogyna americana,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
11259,Streptopus amplexifolius,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
11260,Streptopus lanceolatus,17.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
11261,Strigosella africana,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
11262,Stromanthe jacquinii,20.00804166,NA,NA,27.26084826,NA,NA,NA,27.26169651,NA,27.26
11263,Strombosia scheffleri,28.6,30,NA,NA,NA,NA,NA,NA,NA,NA
11264,Strophanthus divaricatus,23.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
11265,Struthiopteris spicant,NA,0.663933333,NA,10.9,0.3048,NA,NA,10.9,NA,NA
11266,Strychnos brasiliensis,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA
11267,Strychnos nux-vomica,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11268,Strychnos panamensis,15.21006153,NA,NA,18.01502716,NA,NA,NA,14.84677127,24.33090024,14.86740997
11269,Strychnos pungens,12.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
11270,Strychnos toxifera,19.59513948,NA,NA,17.59093167,NA,NA,NA,17.73392262,NA,17.44794071
11271,Stryphnodendron adstringens,19.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
11272,Stryphnodendron guianense,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11273,Stryphnodendron paniculatum,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
11274,Stryphnodendron pulcherrimum,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11275,Stryphnodendron sp,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11276,Stuartina muelleri,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA
11277,Stuckenia filiformis subsp. filiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11278,Stuckenia pectinata,NA,NA,NA,55.49101545,NA,NA,NA,31.6,78.00304634,56.87
11279,Stylidium lineare,NA,0.05,NA,8.876004592,NA,NA,NA,NA,8.876004592,8.876004592
11280,Stylogyne turbacensis,13.0946254,8.22,NA,9.731213446,NA,NA,NA,9.868491778,NA,9.593935113
11281,Stylosanthes fruticosa,26.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
11282,Stylosanthes leiocarpa,NA,0.0825,NA,NA,NA,NA,NA,NA,NA,NA
11283,Stylosanthes montevidensis,NA,0.226097826,NA,NA,NA,NA,NA,NA,NA,NA
11284,Styphelia tameiameiae,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11285,Styphelia triflora,NA,1.125,NA,16.68238053,NA,NA,NA,NA,16.68238053,16.68238053
11286,Styphelia viridis,NA,1.5,NA,8.079730313,NA,NA,NA,NA,8.079730313,8.079730313
11287,Styphnolobium japonicum,27.6,25,NA,NA,NA,NA,NA,NA,NA,NA
11288,Styrax americanus,NA,3.81,NA,NA,NA,NA,NA,NA,NA,NA
11289,Styrax argenteus,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11290,Styrax ferrugineus,12.61071429,NA,NA,NA,NA,NA,NA,NA,NA,NA
11291,Styrax grandifolius,NA,4.572,NA,NA,0.6096,NA,NA,NA,NA,NA
11292,Styrax leprosus,NA,2.282083333,NA,NA,NA,NA,NA,NA,NA,NA
11293,Styrax sp,42.0150925,NA,NA,19.25563334,NA,NA,NA,NA,19.25563334,NA
11294,Styrax suberifolius,17.35,NA,NA,13.1,NA,NA,NA,NA,13.1,NA
11295,Suaeda australis,21.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
11296,Suaeda corniculata,22.85772528,NA,NA,NA,NA,NA,NA,NA,NA,NA
11297,Suaeda divaricata,NA,NA,NA,4.87,NA,NA,NA,NA,4.87,NA
11298,Suaeda glauca,27.49690476,NA,NA,NA,NA,NA,NA,NA,NA,NA
11299,Suaeda maritima,NA,0.28,NA,11.47666667,NA,NA,NA,10,NA,12.95333333
11300,Suaeda microphylla,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
11301,Suaeda nigra,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
11302,Suaeda olufsenii,NA,NA,NA,5.47645126,NA,NA,NA,5.47645126,NA,NA
11303,Suaeda physophora,27.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
11304,Suaeda salsa,21.49799874,NA,NA,NA,NA,NA,NA,NA,NA,NA
11305,Suaeda vera,33.15,1.05,NA,6.39727958,NA,NA,NA,6.39727958,NA,NA
11306,Subularia aquatica,NA,0.058333333,NA,NA,NA,NA,NA,NA,NA,NA
11307,Succisa pratensis,8.87408119,0.463888889,NA,18.82726947,NA,NA,NA,23.96,NA,13.69453895
11308,Succisella inflexa,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
11309,Sumac sp,NA,0.244,NA,17.29722561,NA,NA,NA,17.29722561,NA,NA
11310,Swainsona canescens,NA,NA,NA,39.808,NA,NA,NA,39.808,NA,NA
11311,Swainsona microphylla,NA,0.1,NA,10.66,NA,NA,NA,NA,NA,10.66
11312,Swainsona phacoides,NA,0.1,NA,18.5490508,NA,NA,NA,NA,18.50540107,18.59270054
11313,Swartzia arborescens,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
11314,Swartzia brachyrachis,26.0903675,12,NA,9.738,NA,NA,NA,NA,9.738,NA
11315,Swartzia corrugata,23.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
11316,Swartzia cuspidata,25.46666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
11317,Swartzia dolichopoda,22.64396,NA,NA,8.084521505,NA,NA,NA,NA,8.084521505,NA
11318,Swartzia ingifolia,28.73333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
11319,Swartzia laurifolia,31.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
11320,Swartzia leptopetala,38.12741,NA,NA,14.94191308,NA,NA,NA,NA,14.94191308,NA
11321,Swartzia longistipitata,18.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
11322,Swartzia panacoco,23.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
11323,Swartzia polyphylla,28.898405,35,NA,13.24010526,NA,NA,NA,NA,13.24010526,NA
11324,Swartzia racemosa,26.64772,20,NA,15.97877242,NA,NA,NA,NA,15.97877242,NA
11325,Swartzia recurva,25.93333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
11326,Swartzia reticulata,21.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
11327,Swartzia schomburgkii,29.43333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
11328,Swartzia simplex,34.6288574,10.78852115,NA,9.936018128,NA,NA,NA,8.947567911,NA,10.92446835
11329,Swartzia simplex var. grandiflora,28.36727912,17.06308943,NA,11.87482969,NA,NA,NA,12.29906692,NA,11.45059246
11330,Swartzia sp,29.73409922,NA,NA,11.12596852,NA,NA,NA,NA,11.12596852,NA
11331,Swartzia tomentifera,24.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
11332,Swartzia ulei,22.60693833,NA,NA,7.879170667,NA,NA,NA,NA,7.879170667,NA
11333,Sweetia fruticosa,NA,NA,NA,20.68475085,NA,NA,NA,NA,20.68475085,NA
11334,Swertia iberica,21.98690799,NA,NA,26.22405346,NA,NA,NA,26.22405346,NA,NA
11335,Swertia marginata,NA,NA,NA,18.24817518,NA,NA,NA,18.24817518,NA,NA
11336,Swertia perennis,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA
11337,Swietenia humilis,17.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
11338,Swietenia macrophylla,16.91978067,30.394,NA,10.75284382,1.524,NA,NA,NA,10.75284382,NA
11339,Swietenia mahagoni,13.175,21.6408,NA,NA,0.9144,NA,NA,NA,NA,NA
11340,Swietenia sp,18.25,NA,NA,29.70759595,NA,NA,NA,29.70759595,NA,NA
11341,Swintonia acuta,12.6,NA,NA,6.58,NA,NA,NA,6.58,NA,NA
11342,Syagrus pseudococos,21.75,6.75,NA,12.36371586,NA,NA,NA,12.36371586,NA,NA
11343,Syagrus romanzoffiana,NA,0.345833334,NA,NA,NA,NA,NA,NA,NA,NA
11344,Symphonia globulifera,17.25171261,28.01453592,NA,13.84876754,NA,NA,NA,14.49365595,10.18453381,16.86811285
11345,Symphoricarpos albus,14.05,1.538133333,NA,19.90333333,0.4572,NA,NA,17.83333333,NA,21.97333333
11346,Symphoricarpos albus var. laevigatus,15.5,1.7,NA,35.694,NA,NA,NA,35.694,NA,NA
11347,Symphoricarpos mollis,16.5,0.6,NA,36.558,NA,NA,NA,36.558,NA,NA
11348,Symphoricarpos occidentalis,NA,0.9144,NA,NA,0.4572,NA,NA,NA,NA,NA
11349,Symphoricarpos orbiculatus,NA,0.6096,NA,NA,0.4572,NA,NA,NA,NA,NA
11350,Symphoricarpos oreophilus,NA,1.524,NA,NA,0.3048,NA,NA,NA,NA,NA
11351,Symphyopappus compressus,NA,NA,NA,9.615384615,NA,NA,NA,NA,9.615384615,NA
11352,Symphyopappus cuneatus,NA,NA,NA,8.928571429,NA,NA,NA,NA,8.928571429,NA
11353,Symphyotrichum chilense,NA,0.9144,NA,NA,0.254,NA,NA,NA,NA,NA
11354,Symphyotrichum chilense var. chilense,NA,1.0668,NA,NA,0.254,NA,NA,NA,NA,NA
11355,Symphyotrichum cordifolium,NA,1.524,NA,NA,0.254,NA,NA,NA,NA,NA
11356,Symphyotrichum ericoides,NA,NA,NA,20.14194711,NA,NA,NA,NA,NA,20.14194711
11357,Symphyotrichum firmum,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11358,Symphyotrichum foliaceum var. foliaceum,NA,0.6096,NA,NA,0.254,NA,NA,NA,NA,NA
11359,Symphyotrichum laeve,NA,0.976666667,NA,14.28815235,NA,NA,NA,12.714,NA,15.86230469
11360,Symphyotrichum laeve var. laeve,NA,1.2192,NA,NA,0.254,NA,NA,NA,NA,NA
11361,Symphyotrichum lanceolatum,NA,1.8288,NA,NA,0.2032,NA,NA,NA,NA,NA
11362,Symphyotrichum lanceolatum subsp. lanceolatum,NA,1.8288,NA,NA,0.3048,NA,NA,NA,NA,NA
11363,Symphyotrichum lateriflorum var. lateriflorum,NA,1.524,NA,NA,0.254,NA,NA,NA,NA,NA
11364,Symphyotrichum novae-angliae,NA,1.022302632,NA,22.95791262,NA,NA,NA,17.31691192,26.9,24.65682595
11365,Symphyotrichum novi-belgii,NA,1.367933333,NA,19.6,0.254,NA,NA,19.6,NA,NA
11366,Symphyotrichum oolentangiense,16.02907407,NA,NA,14.68950044,NA,NA,NA,NA,NA,14.68950044
11367,Symphyotrichum patens,NA,0.319333333,NA,12.623578,NA,NA,NA,12.623578,NA,NA
11368,Symphyotrichum patens var. patens,NA,0.762,NA,NA,0.254,NA,NA,NA,NA,NA
11369,Symphyotrichum pilosum,NA,0.861666667,NA,18.27837298,NA,NA,NA,NA,NA,18.27837298
11370,Symphyotrichum pilosum var. pilosum,NA,0.9144,NA,NA,0.254,NA,NA,NA,NA,NA
11371,Symphyotrichum prenanthoides,NA,1.2192,NA,NA,0.254,NA,NA,NA,NA,NA
11372,Symphyotrichum puniceum,25.09366274,0.5172,NA,20.84610728,NA,NA,NA,20.84610728,NA,NA
11373,Symphyotrichum puniceum var. puniceum,NA,2.46888,NA,NA,0.254,NA,NA,NA,NA,NA
11374,Symphyotrichum subspicatum var. subspicatum,NA,0.100584,NA,NA,0.1524,NA,NA,NA,NA,NA
11375,Symphyotrichum tradescantii,NA,0.9875,NA,NA,NA,NA,NA,NA,NA,NA
11376,Symphyotrichum undulatum,NA,NA,NA,20.78775286,NA,NA,NA,NA,NA,20.78775286
11377,Symphyotrichum versicolor_x,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA
11378,Symphytum asperum,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
11379,Symphytum bulbosum,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA
11380,Symphytum officinale,NA,0.783333333,NA,25.925,NA,NA,NA,NA,NA,25.925
11381,Symphytum orientale,NA,0.7,NA,29.7,NA,NA,NA,29.7,NA,NA
11382,Symphytum tuberosum,NA,0.258333333,NA,29.79733333,NA,NA,NA,30.968,NA,28.62666667
11383,Symphytum uplandicum_x,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
11384,Symplocarpus foetidus,NA,0.6096,NA,NA,0.3048,NA,NA,NA,NA,NA
11385,Symplocarpus renifolius,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
11386,Symplocos anomala,11.03,NA,NA,13.7,NA,NA,NA,NA,13.7,NA
11387,Symplocos austin-smithii,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
11388,Symplocos cochinchinensis,17.24,NA,NA,14.53086304,NA,NA,NA,NA,14.53086304,NA
11389,Symplocos cochinchinensis subsp. cochinchinensis,18.1,0.687,NA,18.76172608,NA,NA,NA,18.76172608,NA,NA
11390,Symplocos fasciculata,22.9,1.18,NA,23.41920375,NA,NA,NA,23.41920375,23.41920375,NA
11391,Symplocos heishanensis,13.23,NA,NA,13.4,NA,NA,NA,NA,13.4,NA
11392,Symplocos itatiaiae,NA,NA,NA,5.376344086,NA,NA,NA,NA,5.376344086,NA
11393,Symplocos lancifolia,17.44,NA,NA,19.8,NA,NA,NA,NA,19.8,NA
11394,Symplocos matudae,NA,NA,NA,12.87566083,NA,NA,NA,NA,12.87566083,NA
11395,Symplocos mosenii,14.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
11396,Symplocos oblongifolia,14.36666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
11397,Symplocos odoratissima,14.4,1.5,NA,15.47987616,NA,NA,NA,15.47987616,15.47987616,NA
